,size,runtime_degree,runtime_random
0,15,0.18350887298583984,0.1566147804260254
1,15,0.11366534233093262,0.07679414749145508
2,15,0.1436173915863037,0.1266944408416748
3,15,0.1605391502380371,0.20847487449645996
4,15,0.14962553977966309,0.10172653198242188
5,15,0.1465749740600586,0.11272954940795898
6,15,0.13464093208312988,0.09774160385131836
7,15,0.23433971405029297,0.2124314308166504
8,15,0.15761232376098633,0.13065361976623535
9,15,0.19245171546936035,0.24138641357421875
10,15,0.16652250289916992,0.18151640892028809
11,15,0.13965749740600586,0.10272598266601562
12,15,0.14264965057373047,0.12064647674560547
13,15,0.1296522617340088,0.10970711708068848
14,15,0.1465616226196289,0.08480548858642578
15,15,0.176560640335083,0.12067484855651855
16,15,0.16752195358276367,0.22140860557556152
17,15,0.23038434982299805,0.16156840324401855
18,15,0.33310842514038086,0.45977258682250977
19,15,0.1675856113433838,0.19846773147583008
20,15,0.2204439640045166,0.19448018074035645
21,15,0.1376328468322754,0.11170053482055664
22,15,0.18048310279846191,0.2513279914855957
23,15,0.12566637992858887,0.08876204490661621
24,15,0.15358757972717285,0.11466217041015625
25,15,0.16456079483032227,0.11771488189697266
26,15,0.15259242057800293,0.1156919002532959
27,15,0.14261889457702637,0.09873461723327637
28,15,0.20245933532714844,0.12964868545532227
29,15,0.12466716766357422,0.12067723274230957
30,15,0.2234039306640625,0.11768436431884766
31,15,0.25531792640686035,0.2263946533203125
32,15,0.19148731231689453,0.14261913299560547
33,15,0.20844507217407227,0.271273136138916
34,15,0.15558433532714844,0.09577655792236328
35,15,0.29620862007141113,0.30219388008117676
36,15,0.2353382110595703,0.3859994411468506
37,15,0.1715102195739746,0.1955099105834961
38,15,0.15056467056274414,0.15362334251403809
39,15,0.12463259696960449,0.09973359107971191
40,15,0.32416558265686035,0.4258303642272949
41,15,0.11871457099914551,0.06682300567626953
42,15,0.13962745666503906,0.08577275276184082
43,15,0.16053986549377441,0.1017599105834961
44,15,0.11466193199157715,0.04591202735900879
45,15,0.09773945808410645,0.04784107208251953
46,15,0.14561152458190918,0.10674571990966797
47,15,0.17050957679748535,0.11070370674133301
48,15,0.19148755073547363,0.26030421257019043
49,15,0.09773898124694824,0.13164782524108887
50,15,0.13965964317321777,0.10369038581848145
51,15,0.12366938591003418,0.09477734565734863
52,15,0.13460779190063477,0.10574936866760254
53,15,0.13167166709899902,0.10369110107421875
54,15,0.12367510795593262,0.09474611282348633
55,15,0.18948578834533691,0.15655899047851562
56,15,0.2074451446533203,0.27426743507385254
57,15,0.24634027481079102,0.1955103874206543
58,15,0.22536611557006836,0.14763641357421875
59,15,0.16153192520141602,0.26532769203186035
60,15,0.2592740058898926,0.31116819381713867
61,15,0.11671972274780273,0.07975578308105469
62,15,0.17456769943237305,0.2742328643798828
63,15,0.15156221389770508,0.15461349487304688
64,15,0.17848944664001465,0.20545053482055664
65,15,0.12366724014282227,0.07579922676086426
66,15,0.17752909660339355,0.18453669548034668
67,15,0.15059471130371094,0.08673524856567383
68,15,0.25531792640686035,0.13862967491149902
69,15,0.2792539596557617,0.22240567207336426
70,15,0.2872323989868164,0.1984694004058838
71,15,0.2792513370513916,0.19946861267089844
72,15,0.2403557300567627,0.40392184257507324
73,15,0.1994647979736328,0.24076128005981445
74,15,0.18450689315795898,0.0967397689819336
75,15,0.14162111282348633,0.1765298843383789
76,15,0.21143388748168945,0.19447994232177734
77,15,0.23312735557556152,0.19221210479736328
78,15,0.13913750648498535,0.11369562149047852
79,15,0.18952441215515137,0.21738529205322266
80,15,0.1815505027770996,0.19544363021850586
81,15,0.09578156471252441,0.061805009841918945
82,15,0.19097018241882324,0.09725570678710938
83,15,0.15609526634216309,0.1107034683227539
84,15,0.17157196998596191,0.15555191040039062
85,15,0.2314167022705078,0.18048334121704102
86,15,0.1386277675628662,0.173567533493042
87,15,0.25032901763916016,0.25631260871887207
88,15,0.1257002353668213,0.13460469245910645
89,15,0.24734044075012207,0.1700584888458252
90,15,0.1316530704498291,0.11872100830078125
91,15,0.14760994911193848,0.11620235443115234
92,15,0.13814377784729004,0.15911221504211426
93,15,0.1346733570098877,0.1106722354888916
94,15,0.10771393775939941,0.10970664024353027
95,15,0.17552971839904785,0.18308758735656738
96,15,0.16609954833984375,0.07483458518981934
97,15,0.21474552154541016,0.25505805015563965
98,15,0.12466812133789062,0.09973382949829102
99,15,0.09876894950866699,0.05385589599609375
