,size,runtime_degree,runtime_random
0,5,0.017950773239135742,0.008975744247436523
1,5,0.016954660415649414,0.009974002838134766
2,5,0.012996196746826172,0.003989458084106445
3,5,0.023903846740722656,0.016956567764282227
4,5,0.015956401824951172,0.001995086669921875
5,5,0.019947052001953125,0.007978677749633789
6,5,0.014960050582885742,0.002991914749145508
7,5,0.026927471160888672,0.010971546173095703
8,5,0.027925491333007812,0.016955852508544922
9,5,0.018947839736938477,0.001994609832763672
10,5,0.01296377182006836,0.001996278762817383
11,5,0.0388941764831543,0.008975982666015625
12,5,0.015958309173583984,0.008976459503173828
13,5,0.014958381652832031,0.0029926300048828125
14,5,0.01595759391784668,0.0029914379119873047
15,5,0.017949581146240234,0.001993894577026367
16,5,0.018950462341308594,0.009973764419555664
17,5,0.015955686569213867,0.0029921531677246094
18,5,0.016954660415649414,0.009973526000976562
19,5,0.022939443588256836,0.01794886589050293
20,5,0.01595759391784668,0.0019948482513427734
21,5,0.024970531463623047,0.016918420791625977
22,5,0.01592540740966797,0.008008956909179688
23,5,0.018918514251708984,0.0029914379119873047
24,5,0.02393794059753418,0.014990568161010742
25,5,0.01891779899597168,0.00900721549987793
26,5,0.02390265464782715,0.017951250076293945
27,5,0.01598954200744629,0.008944272994995117
28,5,0.019979238510131836,0.008976459503173828
29,5,0.025893688201904297,0.009975194931030273
30,5,0.008975982666015625,0.0030226707458496094
31,5,0.024932146072387695,0.02393651008605957
32,5,0.015956640243530273,0.0109710693359375
33,5,0.009973287582397461,0.0029926300048828125
34,5,0.015957117080688477,0.008975982666015625
35,5,0.01595783233642578,0.007978677749633789
36,5,0.008978843688964844,0.002989530563354492
37,5,0.02792525291442871,0.008976936340332031
38,5,0.028921842575073242,0.017952680587768555
39,5,0.00897526741027832,0.0029921531677246094
40,5,0.023935317993164062,0.01795196533203125
41,5,0.01595759391784668,0.008977174758911133
42,5,0.015956640243530273,0.00897526741027832
43,5,0.023938417434692383,0.016954421997070312
44,5,0.009973764419555664,0.0019943714141845703
45,5,0.02592945098876953,0.021979808807373047
46,5,0.01695561408996582,0.010939359664916992
47,5,0.02393627166748047,0.028890371322631836
48,5,0.02593207359313965,0.017983436584472656
49,5,0.016953706741333008,0.009974002838134766
50,5,0.02892136573791504,0.008943557739257812
51,5,0.015925884246826172,0.002994060516357422
52,5,0.01598834991455078,0.009940862655639648
53,5,0.018981218338012695,0.003989696502685547
54,5,0.016923904418945312,0.008975028991699219
55,5,0.014960050582885742,0.010970592498779297
56,5,0.022938251495361328,0.008976936340332031
57,5,0.015957355499267578,0.001994609832763672
58,5,0.024936437606811523,0.045876264572143555
59,5,0.01798105239868164,0.007979869842529297
60,5,0.024901866912841797,0.01495981216430664
61,5,0.01595783233642578,0.008975744247436523
62,5,0.008976221084594727,0.0019948482513427734
63,5,0.01695418357849121,0.008976459503173828
64,5,0.010970115661621094,0.001994609832763672
65,5,0.017953872680664062,0.00997304916381836
66,5,0.029950857162475586,0.01894974708557129
67,5,0.020943403244018555,0.008975982666015625
68,5,0.025930404663085938,0.014963388442993164
69,5,0.015959739685058594,0.0019922256469726562
70,5,0.009974002838134766,0.0029571056365966797
71,5,0.008977413177490234,0.004957437515258789
72,5,0.018947601318359375,0.001994609832763672
73,5,0.029955148696899414,0.018947601318359375
74,5,0.010938882827758789,0.0029916763305664062
75,5,0.023933887481689453,0.008976221084594727
76,5,0.016954421997070312,0.010970592498779297
77,5,0.01595759391784668,0.009975194931030273
78,5,0.0169525146484375,0.012998342514038086
79,5,0.023938655853271484,0.009972810745239258
80,5,0.017981767654418945,0.002960205078125
81,5,0.0179901123046875,0.002986431121826172
82,5,0.018918752670288086,0.008975982666015625
83,5,0.0249330997467041,0.01795196533203125
84,5,0.01595616340637207,0.008977174758911133
85,5,0.011000633239746094,0.002992391586303711
86,5,0.01692485809326172,0.0029964447021484375
87,5,0.015957355499267578,0.0019948482513427734
88,5,0.016954421997070312,0.001995086669921875
89,5,0.01795363426208496,0.009973287582397461
90,5,0.03194546699523926,0.008945465087890625
91,5,0.021939992904663086,0.0109710693359375
92,5,0.015957355499267578,0.009973764419555664
93,5,0.016954421997070312,0.00797891616821289
94,5,0.01695561408996582,0.009008407592773438
95,5,0.030885934829711914,0.009973764419555664
96,5,0.02795863151550293,0.008941411972045898
97,5,0.026930570602416992,0.01196432113647461
98,5,0.014961004257202148,0.009940385818481445
99,5,0.019946813583374023,0.002991914749145508
