,size,runtime_degree,runtime_random
0,15,0.0937497615814209,0.07878971099853516
1,15,0.0857703685760498,0.08178186416625977
2,15,0.13962745666503906,0.12765884399414062
3,15,0.12067818641662598,0.11569070816040039
4,15,0.11369609832763672,0.14162254333496094
5,15,0.10771322250366211,0.1077127456665039
6,15,0.12566423416137695,0.16057276725769043
7,15,0.14461231231689453,0.13962721824645996
8,15,0.12067651748657227,0.10970687866210938
9,15,0.10272479057312012,0.06682229042053223
10,15,0.10272455215454102,0.09378194808959961
11,15,0.10073113441467285,0.07277512550354004
12,15,0.10372257232666016,0.0747995376586914
13,15,0.08075094223022461,0.09075736999511719
14,15,0.09275197982788086,0.06783628463745117
15,15,0.09275293350219727,0.08776473999023438
16,15,0.08676862716674805,0.0638284683227539
17,15,0.14560842514038086,0.09075760841369629
18,15,0.11469340324401855,0.09474563598632812
19,15,0.10076308250427246,0.07978630065917969
20,15,0.19152402877807617,0.1744978427886963
21,15,0.10870981216430664,0.09677481651306152
22,15,0.0768270492553711,0.07975411415100098
23,15,0.09175682067871094,0.08078336715698242
24,15,0.08676767349243164,0.07081127166748047
25,15,0.10471963882446289,0.09175419807434082
26,15,0.0937495231628418,0.07380390167236328
27,15,0.10272574424743652,0.07978630065917969
28,15,0.1047201156616211,0.13164925575256348
29,15,0.11469411849975586,0.0957498550415039
30,15,0.08676910400390625,0.07180666923522949
31,15,0.10372185707092285,0.07380342483520508
32,15,0.14760613441467285,0.17054319381713867
33,15,0.11569070816040039,0.08979415893554688
34,15,0.09273791313171387,0.05386495590209961
35,15,0.22140741348266602,0.14461326599121094
36,15,0.09772181510925293,0.07081103324890137
37,15,0.11469364166259766,0.10272574424743652
38,15,0.0967414379119873,0.09275269508361816
39,15,0.08976101875305176,0.07679414749145508
40,15,0.13563752174377441,0.13168573379516602
41,15,0.09873604774475098,0.09075570106506348
42,15,0.07383537292480469,0.06280112266540527
43,15,0.08879542350769043,0.0667879581451416
44,15,0.08078336715698242,0.08577084541320801
45,15,0.07878947257995605,0.06582379341125488
46,15,0.10671377182006836,0.09973502159118652
47,15,0.09574460983276367,0.0967409610748291
48,15,0.1047201156616211,0.07978677749633789
49,15,0.07380151748657227,0.06582522392272949
50,15,0.10771679878234863,0.07878589630126953
51,15,0.09773874282836914,0.07081127166748047
52,15,0.09873604774475098,0.07579755783081055
53,15,0.08680367469787598,0.05884122848510742
54,15,0.11073946952819824,0.10568404197692871
55,15,0.1137228012084961,0.08474850654602051
56,15,0.12865471839904785,0.11968183517456055
57,15,0.11668848991394043,0.1296534538269043
58,15,0.12170767784118652,0.08274698257446289
59,15,0.1017301082611084,0.07483124732971191
60,15,0.1356372833251953,0.09973454475402832
61,15,0.09178733825683594,0.08178353309631348
62,15,0.09674215316772461,0.0827782154083252
63,15,0.12668371200561523,0.10870981216430664
64,15,0.10970735549926758,0.09477782249450684
65,15,0.09574604034423828,0.10172748565673828
66,15,0.10674786567687988,0.07081103324890137
67,15,0.09873747825622559,0.05186152458190918
68,15,0.10276150703430176,0.08576774597167969
69,15,0.12868452072143555,0.07081222534179688
70,15,0.1226952075958252,0.09873604774475098
71,15,0.1196889877319336,0.07981038093566895
72,15,0.11672139167785645,0.10771322250366211
73,15,0.10272598266601562,0.09075736999511719
74,15,0.1236715316772461,0.08879303932189941
75,15,0.09870266914367676,0.08979225158691406
76,15,0.1077127456665039,0.08078360557556152
77,15,0.0937495231628418,0.07879257202148438
78,15,0.08078432083129883,0.05585050582885742
79,15,0.12569713592529297,0.12267136573791504
80,15,0.09378552436828613,0.08374190330505371
81,15,0.07579660415649414,0.04989886283874512
82,15,0.1156928539276123,0.07380056381225586
83,15,0.11273074150085449,0.10169625282287598
84,15,0.09773993492126465,0.0967400074005127
85,15,0.13863134384155273,0.10271501541137695
86,15,0.09075641632080078,0.07280516624450684
87,15,0.14960074424743652,0.09873604774475098
88,15,0.08377599716186523,0.06881856918334961
89,15,0.15059852600097656,0.11768651008605957
90,15,0.07679486274719238,0.04886960983276367
91,15,0.0957188606262207,0.06485700607299805
92,15,0.09178447723388672,0.0718083381652832
93,15,0.10072684288024902,0.06579756736755371
94,15,0.07479572296142578,0.07878804206848145
95,15,0.12662482261657715,0.11868405342102051
96,15,0.09275269508361816,0.06984496116638184
97,15,0.14464282989501953,0.09770846366882324
98,15,0.08377480506896973,0.08175063133239746
99,15,0.07177352905273438,0.036936044692993164
